term,replacement
sendirii,sendiri
nampung,nampung
jelaskankenapa,jelaskan
logut,logout
gogle,google
sekli,sekali
pertualangan,tualang
pertamajaringan,pertama
keduabisa,kedua
disaranin,saran
nyaah,nya
grafitasinya,grafik
natasya,natasya
yonda,yonda
bahas,ngomong
bagusdah,bagus
macetstalk,macet
bagusjadi,bagus
teruslebih,terus
hoky,hoki
langgar,langgar
upgradenya,upgrade
aneeeh,aneh
strategi,strategi
ratarata,rata
dewasa,dewasa
hadeeehhh,hadeh
lapis,lapis
putih²,putih
kirah,kirah
call,call
duty,duty
ramei,rame
wlod,wlod
pngturan,aturan
initapi,ini
ngelawan,lawan
gtutolong,tolong
asiktapi,asik
bugseperti,bug
demagskindll,demage
merahtolong,merah
mikirin,pikir
kecewakarena,kecewa
inibugnya,bug
adalahsaya,adalah
permainanketika,main
firemohon,fire
diklarifikasi,klarifikasi
kesalahansaya,salah
karton,karton
burikdari,jelek
lobiy,lobi
burukbelum,jelek
boleh²,boleh
beruba,ubah
btah²,betah
kena²,kena
dta,data
diangka,angka
serisuh,serius
jai,jai
wilayah,wilayah
demeknya,damage
hutang,hutang
hilang²,hilang
menarikada,menarik
reality,realistis
bangetsaya,banget
berterimakasih,makasih
makanso,makasih
memoryku,memori
solusi,solusi
besarbesaran,besar
parasutnya,parasut
jugaabis,juga
rusaktolong,rusak
nyajangan,jangan
smuasatu,semua
smuasekian,semua
banned,ban
headshet,headshot
tws,tws
ngerawat,rawat
yan,yang
nepel,nempel
setp,setiap
jariangan,jaringan
nob,noob
sesepi,sepi
bapa,bapak
bapaklu,bapak
demagesinyal,damage
utamakanterima,utama
dulucoba,dulu
legendkalau,legend
offlinetapi,offline
laksana,laksana
garena⁠⁠,garena
dg,dengan
nyodorin,sodor
jlss,jelas
devolover,devolover
sang,sang
memberitahukan,berita
mbnya,mbak
harusanya,harus
jaringanbug,jaringan
demagesuka,demage
booyahgak,booyah
lobydan,lobi
sendiridulu,sendiri
ajatolongg,tolong
merasahkan,rasa
flus,flus
tingi,tinggi
miliki,milik
skayler,skayler
yaituh,yaitu
comebek,comeback
nembaki,tembak
ngarenakan,karena
lamaterus,lama
updetejaringn,update
ngelk,like
nyaapa,apa
ketumu,ketemu
bertamah,ramah
nyaklw,kalau
semakinbanyak,semakin
pensingk,pusing
duluff,dulu
mngupdate,update
mnyita,sita
skailer,skayler
gbsa,gabisa
dnger,dengar
serucuma,seru
hlo,halo
pembuata,pembuatan
nyabagus,bagus
orangtua,orangtua
nyasaran,saran
latar,latar
lobyy,lobi
urniverseri,anniversary
naila,naila
nglek,like
siyal,sinyal
garentolhabis,garena
kedengeranjadi,dengar
lhdi,di
depannyaklo,depan
un,un
epsekian,sekian
serem,seram
gabakalan,gabisa
parahsusah,parah
loginpadahal,login
bagussekiranya,bagus
timbul,timbul
durasi,durasi
lamacontoh,lama
nyadari,dari
logintolong,login
bantuanya,bantu
gamestep,gameplay
adamain,main
botlobinya,lobi
awang,awang
teliti,teliti
reloadnya,reload
partikel,partikel
kaca,kaca
buuuanyak,banyak
eee,eee
penjelasnya,jelas
kdang²,kadang
kebanyak,banyak
upgrad,upgrade
aduhh,aduh
kadang²ada,kadang
kadang²gaadamasa,gaada
loncatjadi,lompat
gadenger,gadengar
stepny,step
iphone,iphone
adl,adalah
cstapi,cs
bertahandan,tahan
tambahangitu,tambah
mutusin,putus
zone,zone
babget,banget
hulu,hulu
bocilbocil,bocil
serulagi,seru
seper,seperti
pik,pik
coy,coy
padahaal,padahal
disekitar,sekitar
aktivitas,aktivitas
relodgantiloot,reload
damag,damage
kacauuuu,kacau
jejak,jejak
setep,step
kerna,karena
mengasikkan,asik
buffnya,buff
brasilia,brasilia
taiiii,tai
bawak,bawa
sederhana,sederhana
trlalu,terlalu
abgred,upgrade
cukkkkkk,cok
crono,crono
bocah,bocah
jumpakan,jumpa
botepic,botepic
metic,matic
epic,epic
jumpa,jumpa
syhdan,dan
tendang,tendang
hah,hah
woiiiiii,woi
gamenyan,game
mulumasa,mulu
sdh,sudah
perbaikinko,perbaiki
musuk,masuk
kenok²,knock
kenoktolong,knock
daong,doang
ngertiin,ngerti
acara,acara
lalau,lalu
kemanayah,kemana
bar²,bar
elah,halah
geranat,granat
gelowal,glowall
gelas,gelas
mendonlod,download
pecepat,cepat
hadap,hadap
ads,ads
menyulit,sulit
vendingmesin,vending
bad,bad
janda,janda
koksuara,suara
adasuara,suara
ngeloting,looting
ajasuara,suara
adadamage,damage
apalagisuara,apalagi
menurutu,menurut
https,https
ngeglowal,glowall
bom,bom
wahhh,wah
sakian,sekian
dimaafkan,maaf
pokokny,pokok
romadon,ramadhan
uh,uh
keledai,keledai
jasan,jas
takkan,tidak
banyaklah,banyak
naruto,naruto
pegel,pegal
kenalebih,kena
hendsot,headshot
rabies,rabies
laen,lain
capek²,capek
eeh,eh
updateterus,update
meledakep,ledak
bitulang,ulang
domzz,dom
kagadi,tidak
nyaith,nya
terussadar,sadar
garenabutuh,garena
dongdi,dong
dehhh,deh
bobo,bobo
lain²,lain
ulangin,ulang
buang²,buang
tesla,tesla
ngeluting,looting
kejepit,jepit
co,co
ngulangin,ulang
bngettttttttt,banget
betmood,badmood
terdekteksi,deteksi
astagaa,astaga
buck,buck
matikok,mati
gegara,gara
trablem,problem
boom,bom
frezee,freeze
kembalikandan,kembali
arsenalnya,arsenal
abisplis,habis
palestor,palestor
aminnn,amin
gimanasaya,gimana
garenapliss,garena
sayaaa,saya
satu²,satu
pensitemen²,pensi
pertukaranreload,tukar
senjatakadang,senjata
adakadang,ada
adatidak,ada
jamur,jamur
smoth,smooth
depeloper,developer
hensed,headset
bersamasama,sama
banyaksehingga,banyak
drastis,drastis
perbaguskan,bagus
jaringgan,jaringan
peringgatan,peringatan
hinor,hinor
legg,lag
sendirikadang,sendiri
keluarkok,keluar
berkurangdan,kurang
menghiburtapi,hibur
wifiku,wifi
bagusbug,bagus
matiterus,mati
woodpeckernya,woodpecker
awmoh,awmoh
desert,desert
eagle,eagle
bnerin,benar
masalah²nya,masalah
keterampilan,tampil
pulak,pula
naruh,taruh
lariannya,lari
roam,roam
cees,cs
ffburikfree,ff
upgred,upgrade
sayakn,saya
singapur,singapura
kraktr,karakter
dwlod,download
sempurnabagus,sempurna
ngomong²,ngomong
pendownload,download
byg,bayang
tlg,laintolong
kekuranganya,kurang
oflinesemoga,offline
televot,telepon
kabur,kabur
teklepot,telepon
evogan,evogun
mimimal,minimal
nii,ni
seenggaknya,tidak
kukira,kira
reconectit,reconnect
massak,masak
plissssbuat,plis
kesian,kasian
updateatau,update
ledak,ledak
redem,redem
rrank,rank
clasik,klasik
teleport,teleport
bangun,bangun
exit,exit
glitch,glitch
tangga,tangga
clock,clock
tower,tower
material,material
voucher,voucher
fragmen,fragmen
inventory,inventory
head,head
bukn,bukan
permudah,mudah
didapetin,dapat
dituruni,turun
pisang,pisang
bimasakti,bimasakti
lost,lost
woiiii,woiiii
cran,cran
sultan²bisa,sultan
seruuuu,seru
cantik²ganteng²,cantik
ramah²,ramah
chatan,chat
lopyu,love
teman²,teman
ngobrol,ngobrol
kalianaku,kalian
boleh²aja,boleh
wkwkkwkwkwk,wkwk
akuuuu,aku
kngnny,kangen
bykk,banyak
ngeelagggg,lag
maps,map
hmmmmmmmmmm,hm
esport,esport
liga,liga
battel,battle
royyal,royal
skar,skar
xmbdan,xmbdan
parapal,parapal
wlaupun,walaupun
reka,reka
paedah,fungsi
grafikku,grafik
frfect,perfect
dngan,dengan
kejut,kejut
sudaah,sudah
love,love
kardusman,kardus
bajuvault,baju
gratispokoknya,gratis
sangat²seru,seru
eventskin,event
sesepuh,sepuh
favorite,favorite
lho,lho
bann,ban
trnyata,ternyata
kn,kan
cb,coba
garenapas,garena
terjabak,jebak
klmain,main
ngelagram,lag
tologlng,tolong
donnng,dong
gemplay,gameplay
semmotin,semmotin
beperang,perang
developed,developer
mantep,mantap
sihevent,event
gratisspin,gratis
adilharga,adil
diamondnya,diamond
murahsama,murah
hokisaran,hoki
garenagrafiknya,garena
yawalaupun,walaupun
buriktapi,jelek
kentangpokoknya,kentang
lagicocok,lagi
nokiaterima,nokia
kecewasenjata,kecewa
abisandan,abis
gamenyaemng,game
beratjuga,berat
sekarangmeski,sekarang
frustasibug,frustasi
senjataammo,senjata
bingungtapi,bingung
yaaaaaaaaaaaa,ya
exclusive,exclusive
istimewa,istimewa
kaka,kakak
indonesi,indonesia
perbaharui,baru
gratistp,gratis
setel,setel
lgii,lagi
ksh,kasih
ngelagtolong,lag
atasin,atas
player²,player
doangaktif,doang
jug,juga
kebuka,bukan
jelekbosan,jelek
belok,belok
yapadahal,padahal
tuhjadi,jadi
upted,update
yey,ye
maabaar,mabar
seruuu,seru
telpon,telepon
lamakadang,lama
mm,mm
sayadan,saya
rankklo,rank
jmpa,jumpa
gmjgn,game
msih,masih
botcapek,bot
mengecewakandimana,kecewa
gloowalsudah,glowall
kudan,dan
bangetzzzzz,banget
bestie,teman
kakak,kakak
ponakan,ponakan
kuhhh,aku
gameplaynyabisa,gameplay
temanbanyak,teman
keluartapi,keluar
bottermasuk,bot
gartis,gratis
oy,oy
ye,ye
bohong,bohong
shield,shield
trossss,terus
boskuhhhh,bos
datadata,data
kambing,kambing
batrei,baterai
segampang,gampang
pengertian,erti
yuk,yuk
kyoto,kyoto
wangyy,harum
booyahh,boyah
kolok,kolok
kepingin,ingin
updat,update
bebasin,bebas
kombek,comeback
stuju,setuju
epepnya,ff
updatejaringannya,update
updatekalau,update
jaringannyakemungkinan,jaringan
gamersnya,player
dvloper,developer
contohnyacapek,contoh
menaikan,naik
heroyc,hero
assallammuallaikuum,assallammuallaikuum
buug,bug
batelroyal,battleroyale
well,well
think,think
is,is
my,my
fav,favorite
but,but
hv,have
bugi,bug
hope,hope
diatasibug,ngatasi
txt,txt
gabener,gabisa
this,this
cmiiwi,cmiiwi
will,will
starbug,bug
last,last
orion,orion
tatsuya,tatsuya
doa,doa
banyakbanyak,banyak
ig,ig
wa,wa
android,android
klin,klin
ngupdate,update
bimbang,bimbang
hepeng,hepeng
hahh,hah
ketiban,ketiban
airdropnya,airdrop
adrenalin,adrenalin
rewoge,rewoge
fgl,fgl
mengerti,ngerti
bugnyamachtingsinyal,bug
jugakadang,juga
dikepala,kepala
munculahirnya,muncul
knocktolong,knock
detail,detail
terbangdan,terbang
sopanblokir,sopan
mentalbanyak,mental
jutaan,juta
tabung,tabung
goldnya,gold
vibenya,vibe
unsur,unsur
yngg,yang
event²,event
bonus²,bonus
lahyg,yang
sakali,sekali
sj,saja
hiburanjadi,hibur
bagustidak,bagus
ngelec,lag
liatin,lihat
ofline,offline
gerafiknya,grafik
downlod,download
sbelumnya,sebelum
bngtt,banget
matiknock,mati
catat,catat
minimapnya,map
dadah,bye
bngtttt,banget
mengecewa,kecewa
asist,asist
sepenuhnya,penuh
ngerasa,rasa
pinggirtidak,pinggir
smart,smart
abai,abai
panik,panik
àja,aja
lum,belum
brasa,rasa
boring,bosan
tuk,untuk
kàum,tim
neh,neh
keles,kelas
panteslah,pantes
abang²,abang
dllbug,bug
bertahuntahun,tahun
citrege,citrege
bansuspand,suspend
sembarangan,sembarang
perbaikimasa,perbaiki
knockmalah,knock
guasedang,sedang
perbaikisekali,perbaiki
cyber,cyber
belakangtolong,belakang
laintolong,tolong
bugbya,bug
stabiltolong,stabil
hadapi,hadap
tersedia,sedia
dibeli,beli
kuras,kuras
kantong,kantong
berduit,uang
ivent,event
minggunya,minggu
wassalamualaikum,wassalamualaikum
waberokatu,waberokatu
garenakolom,garena
yajgn,jangan
anehyang,aneh
ajmulai,mulai
karaktersenjata,karakter
colok,colok
bangetudah,banget
flm,film
ja,aja
chrono,chrono
jaa,aja
songong,songong
cewe,cewek
ange,banget
add,add
smp,sampai
kls,kelas
seruseruan,seru
cowok,cowok
satuin,satu
jlek,jelek
tmantman,teman
mekanik,mekanik
dipelajari,ajar
uptadenya,update
fish,fish
burix,jelek
diperbaikimasa,perbaiki
lgiitu,lagi
bagusmap,bagus
lagbug,lag
sebutin,sebut
sepuh,sepuh
sangat²,sangat
paloma,paloma
meta,meta
kapasitas,kapasitas
maker,maker
bent,bent
peubahan,ubah
pick,pick
berkutik,kutik
kakurangan,kurang
betulkan,betul
ngatasi,ngatasi
terussss,terus
membosankanpas,bosan
defelofer,developer
nyelesain,selesai
petiisinya,isi
sekecewa,kecewa
hahaha,haha
yaktu,waktu
partisipasi,partisipasi
barudan,baru
pengelaman,kelam
digrafik,grafik
standard,standar
selesai²,selesai
rengket,renk
ngebanyakin,banyak
wujud,wujud
bagusbajuvault,bagus
luasada,luas
lagisenjata,lagi
bagusada,bagus
shopada,shop
petada,peta
kelebihannyabisa,lebih
ngatur,atur
botada,bot
wifikuota,wifi
stabilstabilbisa,stabil
intronyabisa,intro
temenanbisa,teman
kenapasih,kenapa
dikit²,dikit
lancarnah,lancar
edan,gila
ujung²nya,ujung
stabilin,stabil
seimbangin,seimbang
kuharap,harap
okee,oke
downloadan,download
akusiapa,aku
knok,knock
devilover,developer
butir,butir
pertimbang,timbang
kerah,kerah
sebgai,sebagai
larang,larang
reloaditu,reload
uinstall,uninstall
oiya,iya
happy,happy
anniversary,anniversary
perangwalaupun,perang
dipencetsusah,pencet
diputer,puter
gachanyepin,gacha
amatt,amat
loo,lo
asliplayer,player
komputer,komputer
tuhhh,tuh
yatapi,tapi
kesaljika,kesal
sedikitsering,sedikit
afkoh,afk
banyakudh,banyak
minnn,min
yapi,yap
yalain,lain
problemnya,problem
kesimpen,simpan
pengaturanya,aturan
zombienya,zombie
dibatesin,batas
end,dan
kepental,pental
sudh,sudah
temansaudarapacardan,teman
wolfcs,wolf
rangkedbr,rank
orangtapi,orang
damagebug,damage
glowalbug,glowall
lancarbug,lancar
musuhdan,musuh
sever,server
seterus,terus
kota,kota
keliaatan,lihat
bo,bo
gamedari,game
gejala,gejala
ajapadahal,aja
gametolong,game
bubar,bubar
permurahkan,murah
kakaternya,karakter
ngumpulinnya,kumpul
sejauhnya,jauh
gudang,gudang
gameny,game
rs,rs
lagkannya,lag
lampu,lampu
npc,npc
dannnn,dan
sieson,season
menyelasai,selesai
berseama,sama
battleroyale,battleroyale
recoil,recall
movementnya,movement
kompleks,kompleks
badanbadan,badan
ngebokong,bokong
menjijikan,jijik
menangin,menang
bagt,banget
handphone,hp
dingin,dingin
gedeg,kesal
ngepas,pas
hbis,habis
digantu,ganti
ditingkatin,tingkat
rekrut,rekrut
dibrentiin,berhenti
legendaris,legend
video,video
dimn²,dimana
tenggelam,tenggelam
lagnya,lag
sama²,sama
efisional,emosi
developernya,developer
lancarlancar,lancar
kunjung,kunjung
losestreak,losestreak
yee,ye
kecee,kece
geledek,geledek
momen,momen
buanggett,banget
gamee,game
jelass,jelas
internal,internal
maindgn,main
firemksih,makasih
alias,alias
dikeluarinjuga,keluar
lagu,lagu
treiningnya,training
yaatraining,training
dibantai,bantai
habissan,habis
palyer,player
traininguntuk,training
kenyaman,nyaman
bat,bat
turnamendi,tanding
dampak,dampak
enak²,enak
ulusan,ulasan
ver,ver
nyadll,nya
save,save
tata,tata
film,film
achivement,achivement
judul,judul
penghacur,hancur
achivementnya,achivement
bukavff,ff
pertindak,tindak
salahin,salah
sinyalwifi,sinyal
gess,guys
tiba²mendadak,tiba
simpul,simpul
ges,guys
animasinya,animasi
diimprove,improve
dekatanimasi,dekat
reload,reload
dlltambahin,tambah
parkour,parkour
manjatvault,manjat
hindar,hindar
rollingmenangkis,rolling
onlinepopuler,online
ditengah,tengah
jalanin,jalan
bagusserucmn,bagus
ranksoalnya,rank
rankrank,rank
platinumpadahal,platinum
berita,berita
diperbaikisudah,perbaiki
okeeee,oke
iyalah,iya
mempuyai,punya
loginlogin,login
reda,reda
perbaikidan,perbaiki
sayng,sayang
setandar,standar
lagsekarang,lag
apadaya,apa
gaenak,gaenak
spt,seperti
bagusbagus,bagus
hadeuh,hadeh
updatein,update
utdeptan,update
odlnya,odl
atasnya,atas
bolong,bolong
sinyalku,sinyal
portalnya,portal
setahuku,tahu
terusaku,rusa
sekebon,kebun
keganggu,ganggu
nikmatin,nikmat
ska,suka
semuaskin,semua
panelrege,panel
band,band
permanensistem,permanen
hancursya,hancur
sekarangtterimakasih,sekarang
outfit,outfit
ijin,izin
aju,aju
nyasoal,soal
senjatadi,senjata
sjsudah,sudah
aniversary,aniversary
sebener,benar
masalalu,masa
rimnam,rimnam
vilage,village
skuad,tim
lon,lon
nyaaaaaaaaaaa,nya
fitu,fitur
sololebih,solo
kemarin²,kemarin
rankedkalau,rank
jaringannyatolong,jaringan
nyasaya,saya
mainatau,main
lobysinyal,lobi
lagterus,lag
ulangpadahal,ulang
menjengkel,kesal
kantolonglah,tolong
iniengga,ini
lagipliss,lagi
senjatagloowall,senjata
dinosaurus,dinosaurus
micnya,mic
eliminasi,eliminasi
gear,gear
booster,booster
ngesetuck,stuck
mengalaminyaupdate,update
kpadahal,padahal
instagram,instagram
buriksama,jelek
nyelesaikan,selesai
haedshot,haedshot
🅑🅐🅖🅤🅢,bagus
🅣🅘🅓🅐🅚,tidak
setidak,tidak
kassie,kassie
wgl,wgl
aura,aura
temui,temu
kabul,kabul
have,have
fun,fun
bebas,bebas
gamenyall,game
dimensi,dimensi
gunaaaaaa,guna
temanmusuh,teman
jun,jun
sayamalah,saya
serinh,sering
bugpadahal,bug
ngelik,ngelik
amanaman,aman
direspon,respon
laama,lama
bosenan,bosan
ditahun,tahun
sekiannn,sekian
granadebom,bom
mr,mr
waggor,waggor
perbaikki,perbaiki
kerender,keren
gemari,gemar
gemar,gemar
baguskemarin,bagus
paspasan,pas
devolopernnya,developer
memperbannyak,banyak
jenis,jenis
beragambanyak,ragam
ajaoh,aja
setimpallah,timpal
